Дата      ;Расход    ;
17.11.1984;  4030.000;
18.11.1984;  3350.000;
19.11.1984;  2750.000;
20.11.1984;  2750.000;
21.11.1984;  2680.000;
22.11.1984;  2380.000;
23.11.1984;  2170.000;
24.11.1984;  1960.000;
25.11.1984;  1900.000;
26.11.1984;  1840.000;
27.11.1984;  1780.000;
28.11.1984;  1710.000;
29.11.1984;  1650.000;
30.11.1984;  1590.000;
01.12.1984;  1530.000;
02.12.1984;  1470.000;
03.12.1984;  1410.000;
04.12.1984;  1340.000;
05.12.1984;  1280.000;
06.12.1984;  1220.000;
07.12.1984;  1160.000;
08.12.1984;  1170.000;
09.12.1984;  1180.000;
10.12.1984;  1190.000;
11.12.1984;  1200.000;
12.12.1984;  1210.000;
13.12.1984;  1220.000;
14.12.1984;  1230.000;
15.12.1984;  1240.000;
16.12.1984;  1250.000;
17.12.1984;  1260.000;
18.12.1984;  1280.000;
19.12.1984;  1290.000;
20.12.1984;  1300.000;
21.12.1984;  1310.000;
22.12.1984;  1320.000;
23.12.1984;  1330.000;
24.12.1984;  1340.000;
25.12.1984;  1350.000;
26.12.1984;  1360.000;
27.12.1984;  1370.000;
28.12.1984;  1380.000;
29.12.1984;  1350.000;
30.12.1984;  1320.000;
01.01.1985;  1250.000;
02.01.1985;  1220.000;
03.01.1985;  1190.000;
04.01.1985;  1160.000;
05.01.1985;  1120.000;
06.01.1985;  1090.000;
07.01.1985;  1060.000;
08.01.1985;  1050.000;
09.01.1985;  1040.000;
10.01.1985;  1040.000;
11.01.1985;  1030.000;
12.01.1985;  1020.000;
13.01.1985;  1010.000;
14.01.1985;  1000.000;
15.01.1985;   996.000;
16.01.1985;   988.000;
17.01.1985;   980.000;
18.01.1985;   972.000;
19.01.1985;   964.000;
20.01.1985;   956.000;
21.01.1985;   948.000;
22.01.1985;   940.000;
23.01.1985;   932.000;
24.01.1985;   924.000;
25.01.1985;   916.000;
26.01.1985;   908.000;
27.01.1985;   900.000;
28.01.1985;   892.000;
29.01.1985;   884.000;
30.01.1985;   876.000;
01.02.1985;   876.000;
02.02.1985;   876.000;
03.02.1985;   876.000;
04.02.1985;   876.000;
05.02.1985;   876.000;
06.02.1985;   876.000;
07.02.1985;   876.000;
08.02.1985;   877.000;
09.02.1985;   877.000;
10.02.1985;   877.000;
11.02.1985;   877.000;
12.02.1985;   877.000;
13.02.1985;   877.000;
14.02.1985;   877.000;
15.02.1985;   877.000;
16.02.1985;   877.000;
17.02.1985;   877.000;
18.02.1985;   877.000;
19.02.1985;   881.000;
20.02.1985;   886.000;
21.02.1985;   891.000;
22.02.1985;   895.000;
23.02.1985;   900.000;
24.02.1985;   904.000;
25.02.1985;   909.000;
26.02.1985;   913.000;
27.02.1985;   918.000;
28.02.1985;   923.000;
29.02.1985;          ;
30.02.1985;          ;
01.03.1985;   927.000;
02.03.1985;   929.000;
03.03.1985;   930.000;
04.03.1985;   932.000;
05.03.1985;   934.000;
06.03.1985;   935.000;
07.03.1985;   937.000;
08.03.1985;   939.000;
09.03.1985;   940.000;
10.03.1985;   942.000;
11.03.1985;   944.000;
12.03.1985;   945.000;
13.03.1985;   947.000;
14.03.1985;   949.000;
15.03.1985;   950.000;
16.03.1985;   952.000;
17.03.1985;   954.000;
18.03.1985;   955.000;
19.03.1985;   957.000;
20.03.1985;   959.000;
21.03.1985;   960.000;
22.03.1985;   962.000;
23.03.1985;   970.000;
24.03.1985;   978.000;
25.03.1985;   986.000;
26.03.1985;   994.000;
27.03.1985;  1000.000;
28.03.1985;  1010.000;
29.03.1985;  1020.000;
30.03.1985;  1030.000;
01.04.1985;  1040.000;
02.04.1985;  1050.000;
03.04.1985;   991.000;
04.04.1985;  1030.000;
05.04.1985;  1030.000;
06.04.1985;  1050.000;
07.04.1985;  1080.000;
08.04.1985;  1180.000;
09.04.1985;  1230.000;
10.04.1985;  1270.000;
11.04.1985;  1370.000;
12.04.1985;  1400.000;
13.04.1985;  1510.000;
14.04.1985;  1570.000;
15.04.1985;  1690.000;
16.04.1985;  1850.000;
17.04.1985;  1970.000;
18.04.1985;  2110.000;
19.04.1985;  2290.000;
20.04.1985;  2820.000;
21.04.1985;  3890.000;
22.04.1985;  5680.000;
23.04.1985;  5900.000;
24.04.1985;  6000.000;
25.04.1985;  6720.000;
26.04.1985;  6990.000;
27.04.1985;  7350.000;
28.04.1985;  8270.000;
29.04.1985;  9440.000;
30.04.1985; 11300.000;
01.05.1985; 12800.000;
02.05.1985; 13600.000;
03.05.1985; 14700.000;
04.05.1985; 15700.000;
05.05.1985; 16700.000;
06.05.1985; 17200.000;
07.05.1985; 17700.000;
08.05.1985; 18100.000;
09.05.1985; 18300.000;
10.05.1985; 18500.000;
11.05.1985; 18700.000;
12.05.1985; 18900.000;
13.05.1985; 19200.000;
14.05.1985; 19400.000;
15.05.1985; 19500.000;
16.05.1985; 19800.000;
17.05.1985; 20300.000;
18.05.1985; 20500.000;
19.05.1985; 20600.000;
20.05.1985; 20400.000;
21.05.1985; 20200.000;
22.05.1985; 19700.000;
23.05.1985; 18900.000;
24.05.1985; 17800.000;
25.05.1985; 16800.000;
26.05.1985; 15900.000;
27.05.1985; 15000.000;
28.05.1985; 14100.000;
29.05.1985; 13100.000;
30.05.1985; 12300.000;
01.06.1985; 11400.000;
02.06.1985; 11100.000;
03.06.1985; 10900.000;
04.06.1985; 10700.000;
05.06.1985; 10800.000;
06.06.1985; 10900.000;
07.06.1985; 11100.000;
08.06.1985; 10900.000;
09.06.1985; 10700.000;
10.06.1985; 10300.000;
11.06.1985;  9710.000;
12.06.1985;  9260.000;
13.06.1985;  8700.000;
14.06.1985;  8220.000;
15.06.1985;  7780.000;
16.06.1985;  7470.000;
17.06.1985;  7390.000;
18.06.1985;  7360.000;
19.06.1985;  7580.000;
20.06.1985;  8160.000;
21.06.1985;  8640.000;
22.06.1985;  9360.000;
23.06.1985; 10100.000;
24.06.1985; 11200.000;
25.06.1985; 12900.000;
26.06.1985; 14200.000;
27.06.1985; 15300.000;
28.06.1985; 16300.000;
29.06.1985; 16900.000;
30.06.1985; 17300.000;
01.07.1985; 17600.000;
02.07.1985; 17700.000;
03.07.1985; 17900.000;
04.07.1985; 18200.000;
05.07.1985; 18100.000;
06.07.1985; 18000.000;
07.07.1985; 17700.000;
08.07.1985; 17000.000;
09.07.1985; 16100.000;
10.07.1985; 15000.000;
11.07.1985; 14000.000;
12.07.1985; 13100.000;
13.07.1985; 12400.000;
14.07.1985; 12000.000;
15.07.1985; 11800.000;
16.07.1985; 11500.000;
17.07.1985; 11300.000;
18.07.1985; 11000.000;
19.07.1985; 10800.000;
20.07.1985; 10600.000;
21.07.1985; 10400.000;
22.07.1985; 10500.000;
23.07.1985; 10500.000;
24.07.1985; 10700.000;
25.07.1985; 10900.000;
26.07.1985; 11200.000;
27.07.1985; 11400.000;
28.07.1985; 11600.000;
29.07.1985; 12100.000;
30.07.1985; 12200.000;
01.08.1985; 13100.000;
02.08.1985; 13900.000;
03.08.1985; 14800.000;
04.08.1985; 15500.000;
05.08.1985; 16400.000;
06.08.1985; 17100.000;
07.08.1985; 17800.000;
08.08.1985; 18500.000;
09.08.1985; 19100.000;
10.08.1985; 19400.000;
11.08.1985; 19800.000;
12.08.1985; 20000.000;
13.08.1985; 20200.000;
14.08.1985; 20600.000;
15.08.1985; 21200.000;
16.08.1985; 21500.000;
17.08.1985; 22100.000;
18.08.1985; 22500.000;
19.08.1985; 22800.000;
20.08.1985; 23000.000;
21.08.1985; 23100.000;
22.08.1985; 23400.000;
23.08.1985; 23800.000;
24.08.1985; 24500.000;
25.08.1985; 25200.000;
26.08.1985; 25600.000;
27.08.1985; 26300.000;
28.08.1985; 26900.000;
29.08.1985; 27300.000;
30.08.1985; 27500.000;
01.09.1985; 28300.000;
02.09.1985; 28500.000;
03.09.1985; 28600.000;
04.09.1985; 28600.000;
05.09.1985; 28600.000;
06.09.1985; 28600.000;
07.09.1985; 28400.000;
08.09.1985; 28200.000;
09.09.1985; 28100.000;
10.09.1985; 27900.000;
11.09.1985; 27500.000;
12.09.1985; 27000.000;
13.09.1985; 26700.000;
14.09.1985; 26300.000;
15.09.1985; 25900.000;
16.09.1985; 25500.000;
17.09.1985; 25000.000;
18.09.1985; 24400.000;
19.09.1985; 23900.000;
20.09.1985; 23500.000;
21.09.1985; 22900.000;
22.09.1985; 22400.000;
23.09.1985; 22000.000;
24.09.1985; 21600.000;
25.09.1985; 21100.000;
26.09.1985; 20600.000;
27.09.1985; 20200.000;
28.09.1985; 19700.000;
29.09.1985; 19200.000;
30.09.1985; 18800.000;
01.10.1985; 18400.000;
02.10.1985; 18100.000;
03.10.1985; 17700.000;
04.10.1985; 17300.000;
05.10.1985; 17000.000;
06.10.1985; 16900.000;
07.10.1985; 16800.000;
08.10.1985; 16700.000;
09.10.1985; 16400.000;
10.10.1985; 16100.000;
11.10.1985; 15800.000;
12.10.1985; 15600.000;
13.10.1985; 15100.000;
14.10.1985; 14700.000;
15.10.1985; 14400.000;
16.10.1985; 14200.000;
17.10.1985; 13900.000;
18.10.1985; 13500.000;
19.10.1985; 13200.000;
20.10.1985; 12800.000;
21.10.1985; 12600.000;
22.10.1985; 12400.000;
23.10.1985; 12200.000;
24.10.1985; 12100.000;
25.10.1985; 11800.000;
26.10.1985; 11600.000;
27.10.1985; 11500.000;
28.10.1985; 11400.000;
29.10.1985; 11100.000;
30.10.1985; 10800.000;
01.11.1985;  9960.000;
02.11.1985;  9640.000;
03.11.1985;  9520.000;
04.11.1985;  9200.000;
05.11.1985;  8980.000;
06.11.1985;  8860.000;
07.11.1985;  8760.000;
08.11.1985;  8670.000;
09.11.1985;  8580.000;
10.11.1985;  8490.000;
11.11.1985;  8110.000;
12.11.1985;  7630.000;
13.11.1985;  7130.000;
14.11.1985;  6720.000;
15.11.1985;  6380.000;
16.11.1985;  5730.000;
17.11.1985;  5280.000;
18.11.1985;  4900.000;
19.11.1985;  4430.000;
20.11.1985;  4010.000;
21.11.1985;  3670.000;
22.11.1985;  3310.000;
23.11.1985;  2850.000;
24.11.1985;  2400.000;
25.11.1985;  1900.000;
26.11.1985;  1720.000;
27.11.1985;  1690.000;
28.11.1985;  1450.000;
29.11.1985;  1350.000;
30.11.1985;  1300.000;
01.12.1985;  1250.000;
02.12.1985;  1210.000;
03.12.1985;  1160.000;
04.12.1985;  1110.000;
05.12.1985;  1090.000;
06.12.1985;  1080.000;
07.12.1985;  1060.000;
08.12.1985;  1050.000;
09.12.1985;  1030.000;
10.12.1985;  1020.000;
11.12.1985;  1000.000;
12.12.1985;   989.000;
13.12.1985;   974.000;
14.12.1985;   997.000;
15.12.1985;  1020.000;
16.12.1985;  1040.000;
17.12.1985;  1060.000;
18.12.1985;  1090.000;
19.12.1985;  1110.000;
20.12.1985;  1130.000;
21.12.1985;  1150.000;
22.12.1985;  1180.000;
23.12.1985;  1200.000;
24.12.1985;  1220.000;
25.12.1985;  1240.000;
26.12.1985;  1270.000;
27.12.1985;  1290.000;
28.12.1985;  1290.000;
29.12.1985;  1300.000;
30.12.1985;  1300.000;
01.01.1986;  1310.000;
02.01.1986;  1320.000;
03.01.1986;  1320.000;
04.01.1986;  1310.000;
05.01.1986;  1300.000;
06.01.1986;  1290.000;
07.01.1986;  1280.000;
08.01.1986;  1270.000;
09.01.1986;  1260.000;
10.01.1986;  1250.000;
11.01.1986;  1240.000;
12.01.1986;  1230.000;
13.01.1986;  1220.000;
14.01.1986;  1210.000;
15.01.1986;  1210.000;
16.01.1986;  1200.000;
17.01.1986;  1190.000;
18.01.1986;  1180.000;
19.01.1986;  1170.000;
20.01.1986;  1160.000;
21.01.1986;  1150.000;
22.01.1986;  1140.000;
23.01.1986;  1130.000;
24.01.1986;  1120.000;
25.01.1986;  1110.000;
26.01.1986;  1100.000;
27.01.1986;  1090.000;
28.01.1986;  1090.000;
29.01.1986;  1090.000;
30.01.1986;  1090.000;
01.02.1986;  1090.000;
02.02.1986;  1100.000;
03.02.1986;  1100.000;
04.02.1986;  1100.000;
05.02.1986;  1100.000;
06.02.1986;  1100.000;
07.02.1986;  1100.000;
08.02.1986;  1100.000;
09.02.1986;  1100.000;
10.02.1986;  1100.000;
11.02.1986;  1100.000;
12.02.1986;  1100.000;
13.02.1986;  1100.000;
14.02.1986;  1100.000;
15.02.1986;  1110.000;
16.02.1986;  1110.000;
17.02.1986;  1110.000;
18.02.1986;  1110.000;
19.02.1986;  1110.000;
20.02.1986;  1110.000;
21.02.1986;  1110.000;
22.02.1986;  1100.000;
23.02.1986;  1090.000;
24.02.1986;  1080.000;
25.02.1986;  1070.000;
26.02.1986;  1070.000;
27.02.1986;  1060.000;
28.02.1986;  1050.000;
29.02.1986;          ;
30.02.1986;          ;
01.03.1986;  1040.000;
02.03.1986;  1030.000;
03.03.1986;  1020.000;
04.03.1986;  1010.000;
05.03.1986;  1000.000;
06.03.1986;   996.000;
07.03.1986;   987.000;
08.03.1986;   987.000;
09.03.1986;   986.000;
10.03.1986;   986.000;
11.03.1986;   985.000;
12.03.1986;   985.000;
13.03.1986;   984.000;
14.03.1986;   984.000;
15.03.1986;   991.000;
16.03.1986;   997.000;
17.03.1986;  1000.000;
18.03.1986;  1010.000;
19.03.1986;  1020.000;
20.03.1986;  1020.000;
21.03.1986;  1030.000;
22.03.1986;  1040.000;
23.03.1986;  1050.000;
24.03.1986;  1050.000;
25.03.1986;  1060.000;
26.03.1986;  1070.000;
27.03.1986;  1080.000;
28.03.1986;  1090.000;
29.03.1986;  1100.000;
30.03.1986;  1100.000;
01.04.1986;  1120.000;
02.04.1986;  1120.000;
03.04.1986;  1180.000;
04.04.1986;  1220.000;
05.04.1986;  1270.000;
06.04.1986;  1360.000;
07.04.1986;  1410.000;
08.04.1986;  1530.000;
09.04.1986;  1570.000;
10.04.1986;  1700.000;
11.04.1986;  1760.000;
12.04.1986;  1890.000;
13.04.1986;  1970.000;
14.04.1986;  2130.000;
15.04.1986;  2310.000;
16.04.1986;  2390.000;
17.04.1986;  2510.000;
18.04.1986;  2650.000;
19.04.1986;  2800.000;
20.04.1986;  3000.000;
21.04.1986;  3200.000;
22.04.1986;  3380.000;
23.04.1986;  3590.000;
24.04.1986;  4010.000;
25.04.1986;  4560.000;
26.04.1986;  5090.000;
27.04.1986;  5560.000;
28.04.1986;  6450.000;
29.04.1986;  7130.000;
30.04.1986;  7150.000;
01.05.1986;  7280.000;
02.05.1986;  7100.000;
03.05.1986;  7420.000;
04.05.1986;  8550.000;
05.05.1986;  9360.000;
06.05.1986;  9640.000;
07.05.1986;  9610.000;
08.05.1986;  9640.000;
09.05.1986;  9680.000;
10.05.1986; 10000.000;
11.05.1986; 10200.000;
12.05.1986; 10500.000;
13.05.1986; 10800.000;
14.05.1986; 10800.000;
15.05.1986; 10600.000;
16.05.1986; 10600.000;
17.05.1986; 11300.000;
18.05.1986; 11300.000;
19.05.1986; 11500.000;
20.05.1986; 11400.000;
21.05.1986; 11000.000;
22.05.1986; 10900.000;
23.05.1986; 11100.000;
24.05.1986; 11100.000;
25.05.1986; 11200.000;
26.05.1986; 10900.000;
27.05.1986; 10800.000;
28.05.1986; 10800.000;
29.05.1986; 10900.000;
30.05.1986; 10900.000;
01.06.1986; 11100.000;
02.06.1986; 11100.000;
03.06.1986; 11200.000;
04.06.1986; 11500.000;
05.06.1986; 11800.000;
06.06.1986; 12000.000;
07.06.1986; 11900.000;
08.06.1986; 11300.000;
09.06.1986; 10500.000;
10.06.1986;  9930.000;
11.06.1986;  9450.000;
12.06.1986;  8950.000;
13.06.1986;  8460.000;
14.06.1986;  8070.000;
15.06.1986;  7690.000;
16.06.1986;  7340.000;
17.06.1986;  7100.000;
18.06.1986;  6840.000;
19.06.1986;  6720.000;
20.06.1986;  6550.000;
21.06.1986;  6380.000;
22.06.1986;  6180.000;
23.06.1986;  6020.000;
24.06.1986;  5940.000;
25.06.1986;  5920.000;
26.06.1986;  5960.000;
27.06.1986;  6090.000;
28.06.1986;  6110.000;
29.06.1986;  6180.000;
30.06.1986;  6200.000;
01.07.1986;  6380.000;
02.07.1986;  6740.000;
03.07.1986;  7120.000;
04.07.1986;  7440.000;
05.07.1986;  7610.000;
06.07.1986;  7840.000;
07.07.1986;  7900.000;
08.07.1986;  7950.000;
09.07.1986;  7720.000;
10.07.1986;  7500.000;
11.07.1986;  7440.000;
12.07.1986;  7690.000;
13.07.1986;  8130.000;
14.07.1986;  8370.000;
15.07.1986;  8520.000;
16.07.1986;  8520.000;
17.07.1986;  8370.000;
18.07.1986;  8370.000;
19.07.1986;  8430.000;
20.07.1986;  8640.000;
21.07.1986;  8830.000;
22.07.1986;  9040.000;
23.07.1986;  9100.000;
24.07.1986;  9070.000;
25.07.1986;  8920.000;
26.07.1986;  8730.000;
27.07.1986;  8610.000;
28.07.1986;  8580.000;
29.07.1986;  8760.000;
30.07.1986;  8980.000;
01.08.1986;  9390.000;
02.08.1986;  9450.000;
03.08.1986;  9580.000;
04.08.1986;  9580.000;
05.08.1986;  9580.000;
06.08.1986;  9770.000;
07.08.1986; 10100.000;
08.08.1986; 10700.000;
09.08.1986; 11200.000;
10.08.1986; 11700.000;
11.08.1986; 12500.000;
12.08.1986; 13400.000;
13.08.1986; 13900.000;
14.08.1986; 14100.000;
15.08.1986; 14200.000;
16.08.1986; 14300.000;
17.08.1986; 14300.000;
18.08.1986; 14300.000;
19.08.1986; 14300.000;
20.08.1986; 14900.000;
21.08.1986; 15600.000;
22.08.1986; 16200.000;
23.08.1986; 16600.000;
24.08.1986; 16900.000;
25.08.1986; 17300.000;
26.08.1986; 17700.000;
27.08.1986; 18200.000;
28.08.1986; 18500.000;
29.08.1986; 18800.000;
30.08.1986; 19000.000;
01.09.1986; 19400.000;
02.09.1986; 19300.000;
03.09.1986; 19100.000;
04.09.1986; 18900.000;
05.09.1986; 18600.000;
06.09.1986; 18000.000;
07.09.1986; 17200.000;
08.09.1986; 17000.000;
09.09.1986; 16500.000;
10.09.1986; 16300.000;
11.09.1986; 16100.000;
12.09.1986; 15600.000;
13.09.1986; 14900.000;
14.09.1986; 14400.000;
15.09.1986; 14200.000;
16.09.1986; 13800.000;
17.09.1986; 13400.000;
18.09.1986; 12900.000;
19.09.1986; 12700.000;
20.09.1986; 12100.000;
21.09.1986; 11800.000;
22.09.1986; 11800.000;
23.09.1986; 11600.000;
24.09.1986; 11600.000;
25.09.1986; 11400.000;
26.09.1986; 11400.000;
27.09.1986; 11500.000;
28.09.1986; 11600.000;
29.09.1986; 11800.000;
30.09.1986; 11700.000;
01.10.1986; 11600.000;
02.10.1986; 11600.000;
03.10.1986; 11500.000;
04.10.1986; 11400.000;
05.10.1986; 11300.000;
06.10.1986; 11300.000;
07.10.1986; 10900.000;
08.10.1986; 10800.000;
09.10.1986; 10700.000;
10.10.1986; 10300.000;
11.10.1986; 10000.000;
12.10.1986;  9680.000;
13.10.1986;  9390.000;
14.10.1986;  9040.000;
15.10.1986;  8700.000;
16.10.1986;  8430.000;
17.10.1986;  8130.000;
18.10.1986;  7780.000;
19.10.1986;  7500.000;
20.10.1986;  7170.000;
21.10.1986;  6940.000;
22.10.1986;  6740.000;
23.10.1986;  6550.000;
24.10.1986;  6340.000;
25.10.1986;  6200.000;
26.10.1986;  6020.000;
27.10.1986;  5850.000;
28.10.1986;  5730.000;
29.10.1986;  5490.000;
30.10.1986;  5360.000;
01.11.1986;  5180.000;
02.11.1986;  4950.000;
03.11.1986;  4780.000;
04.11.1986;  4610.000;
05.11.1986;  3950.000;
06.11.1986;  3050.000;
07.11.1986;  2630.000;
08.11.1986;  2230.000;
09.11.1986;  1950.000;
10.11.1986;  1680.000;
11.11.1986;  1510.000;
12.11.1986;  1290.000;
13.11.1986;  1180.000;
14.11.1986;  1110.000;
15.11.1986;   920.000;
16.11.1986;   816.000;
17.11.1986;   770.000;
18.11.1986;   666.000;
19.11.1986;   547.000;
20.11.1986;   550.000;
21.11.1986;   579.000;
22.11.1986;   634.000;
23.11.1986;   641.000;
24.11.1986;   666.000;
25.11.1986;   680.000;
26.11.1986;   686.000;
27.11.1986;   704.000;
28.11.1986;   721.000;
29.11.1986;   739.000;
30.11.1986;   757.000;
01.12.1986;   775.000;
02.12.1986;   792.000;
03.12.1986;   810.000;
04.12.1986;   828.000;
05.12.1986;   845.000;
06.12.1986;   863.000;
07.12.1986;   881.000;
08.12.1986;   898.000;
09.12.1986;   916.000;
10.12.1986;   934.000;
11.12.1986;   952.000;
12.12.1986;   960.000;
13.12.1986;   968.000;
14.12.1986;   977.000;
15.12.1986;   985.000;
16.12.1986;   993.000;
17.12.1986;  1000.000;
18.12.1986;  1010.000;
19.12.1986;  1020.000;
20.12.1986;  1030.000;
21.12.1986;  1030.000;
22.12.1986;  1040.000;
23.12.1986;  1050.000;
24.12.1986;  1040.000;
25.12.1986;  1030.000;
26.12.1986;  1020.000;
27.12.1986;  1010.000;
28.12.1986;  1000.000;
29.12.1986;   994.000;
30.12.1986;   985.000;
01.01.1987;   966.000;
02.01.1987;   957.000;
03.01.1987;   948.000;
04.01.1987;   938.000;
05.01.1987;   929.000;
06.01.1987;   929.000;
07.01.1987;   928.000;
08.01.1987;   928.000;
09.01.1987;   928.000;
10.01.1987;   928.000;
11.01.1987;   927.000;
12.01.1987;   927.000;
13.01.1987;   927.000;
14.01.1987;   926.000;
15.01.1987;   926.000;
16.01.1987;   926.000;
17.01.1987;   926.000;
18.01.1987;   925.000;
19.01.1987;   925.000;
20.01.1987;   925.000;
21.01.1987;   925.000;
22.01.1987;   924.000;
23.01.1987;   924.000;
24.01.1987;   924.000;
25.01.1987;   923.000;
26.01.1987;   923.000;
27.01.1987;   923.000;
28.01.1987;   923.000;
29.01.1987;   922.000;
30.01.1987;   922.000;
01.02.1987;   922.000;
02.02.1987;   922.000;
03.02.1987;   921.000;
04.02.1987;   921.000;
05.02.1987;   921.000;
06.02.1987;   921.000;
07.02.1987;   921.000;
08.02.1987;   921.000;
09.02.1987;   921.000;
10.02.1987;   920.000;
11.02.1987;   920.000;
12.02.1987;   920.000;
13.02.1987;   920.000;
14.02.1987;   916.000;
15.02.1987;   912.000;
16.02.1987;   907.000;
17.02.1987;   903.000;
18.02.1987;   899.000;
19.02.1987;   895.000;
20.02.1987;   891.000;
21.02.1987;   886.000;
22.02.1987;   882.000;
23.02.1987;   878.000;
24.02.1987;   874.000;
25.02.1987;   869.000;
26.02.1987;   865.000;
27.02.1987;   861.000;
28.02.1987;   862.000;
29.02.1987;          ;
30.02.1987;          ;
01.03.1987;   864.000;
02.03.1987;   865.000;
03.03.1987;   866.000;
04.03.1987;   868.000;
05.03.1987;   869.000;
06.03.1987;   870.000;
07.03.1987;   872.000;
08.03.1987;   873.000;
09.03.1987;   874.000;
10.03.1987;   876.000;
11.03.1987;   877.000;
12.03.1987;   878.000;
13.03.1987;   880.000;
14.03.1987;   881.000;
15.03.1987;   882.000;
16.03.1987;   884.000;
17.03.1987;   885.000;
18.03.1987;   893.000;
19.03.1987;   900.000;
20.03.1987;   908.000;
21.03.1987;   915.000;
22.03.1987;   923.000;
23.03.1987;   930.000;
24.03.1987;   935.000;
25.03.1987;   940.000;
26.03.1987;   946.000;
27.03.1987;   951.000;
28.03.1987;   956.000;
29.03.1987;   961.000;
30.03.1987;   966.000;
01.04.1987;   977.000;
02.04.1987;   982.000;
03.04.1987;  1040.000;
04.04.1987;  1080.000;
05.04.1987;  1080.000;
06.04.1987;  1120.000;
07.04.1987;  1170.000;
08.04.1987;  1230.000;
09.04.1987;  1300.000;
10.04.1987;  1410.000;
11.04.1987;  1470.000;
12.04.1987;  1580.000;
13.04.1987;  1680.000;
14.04.1987;  1760.000;
15.04.1987;  1880.000;
16.04.1987;  1960.000;
17.04.1987;  2150.000;
18.04.1987;  2280.000;
19.04.1987;  2490.000;
20.04.1987;  2730.000;
21.04.1987;  3000.000;
22.04.1987;  3390.000;
23.04.1987;  3800.000;
24.04.1987;  4280.000;
25.04.1987;  4810.000;
26.04.1987;  6070.000;
27.04.1987;  6980.000;
28.04.1987;  8380.000;
29.04.1987;  8660.000;
30.04.1987;  9000.000;
01.05.1987;  9720.000;
02.05.1987;  9350.000;
03.05.1987;  8700.000;
04.05.1987;  8270.000;
05.05.1987;  8480.000;
06.05.1987;  8610.000;
07.05.1987;  8420.000;
08.05.1987;  8000.000;
09.05.1987;  7610.000;
10.05.1987;  7430.000;
11.05.1987;  7130.000;
12.05.1987;  7130.000;
13.05.1987;  7250.000;
14.05.1987;  7490.000;
15.05.1987;  7760.000;
16.05.1987;  8150.000;
17.05.1987;  8390.000;
18.05.1987;  8610.000;
19.05.1987;  8640.000;
20.05.1987;  8610.000;
21.05.1987;  8550.000;
22.05.1987;  8700.000;
23.05.1987;  8890.000;
24.05.1987;  9250.000;
25.05.1987;  9640.000;
26.05.1987;  9950.000;
27.05.1987;  9920.000;
28.05.1987;  9740.000;
29.05.1987;  9810.000;
30.05.1987;  9780.000;
01.06.1987;  9740.000;
02.06.1987;  9810.000;
03.06.1987;  9880.000;
04.06.1987;  9950.000;
05.06.1987;  9880.000;
06.06.1987;  9920.000;
07.06.1987;  9950.000;
08.06.1987;  9990.000;
09.06.1987; 10300.000;
10.06.1987; 10800.000;
11.06.1987; 11100.000;
12.06.1987; 11200.000;
13.06.1987; 11200.000;
14.06.1987; 11100.000;
15.06.1987; 11100.000;
16.06.1987; 11400.000;
17.06.1987; 11900.000;
18.06.1987; 12300.000;
19.06.1987; 12400.000;
20.06.1987; 12200.000;
21.06.1987; 11700.000;
22.06.1987; 11000.000;
23.06.1987; 10300.000;
24.06.1987;  9640.000;
25.06.1987;  9050.000;
26.06.1987;  8510.000;
27.06.1987;  7970.000;
28.06.1987;  7520.000;
29.06.1987;  7250.000;
30.06.1987;  6810.000;
01.07.1987;  6510.000;
02.07.1987;  6310.000;
03.07.1987;  6280.000;
04.07.1987;  6310.000;
05.07.1987;  6780.000;
06.07.1987;  7880.000;
07.07.1987;  8300.000;
08.07.1987;  9180.000;
09.07.1987;  9410.000;
10.07.1987;  9810.000;
11.07.1987; 10400.000;
12.07.1987; 11100.000;
13.07.1987; 11600.000;
14.07.1987; 11800.000;
15.07.1987; 11500.000;
16.07.1987; 11500.000;
17.07.1987; 11100.000;
18.07.1987; 10900.000;
19.07.1987; 10700.000;
20.07.1987; 10600.000;
21.07.1987; 10300.000;
22.07.1987; 10400.000;
23.07.1987; 10500.000;
24.07.1987; 10700.000;
25.07.1987; 10900.000;
26.07.1987; 11100.000;
27.07.1987; 11300.000;
28.07.1987; 11800.000;
29.07.1987; 12300.000;
30.07.1987; 12700.000;
01.08.1987; 13700.000;
02.08.1987; 14300.000;
03.08.1987; 14800.000;
04.08.1987; 15000.000;
05.08.1987; 15100.000;
06.08.1987; 15300.000;
07.08.1987; 15700.000;
08.08.1987; 16200.000;
09.08.1987; 16800.000;
10.08.1987; 17400.000;
11.08.1987; 17900.000;
12.08.1987; 18000.000;
13.08.1987; 18000.000;
14.08.1987; 17800.000;
15.08.1987; 17400.000;
16.08.1987; 16900.000;
17.08.1987; 16500.000;
18.08.1987; 16100.000;
19.08.1987; 16000.000;
20.08.1987; 15800.000;
21.08.1987; 15600.000;
22.08.1987; 15400.000;
23.08.1987; 15300.000;
24.08.1987; 15300.000;
25.08.1987; 15200.000;
26.08.1987; 15100.000;
27.08.1987; 15000.000;
28.08.1987; 15300.000;
29.08.1987; 15300.000;
30.08.1987; 15500.000;
01.09.1987; 15900.000;
02.09.1987; 16400.000;
03.09.1987; 17000.000;
04.09.1987; 17900.000;
05.09.1987; 18800.000;
06.09.1987; 19700.000;
07.09.1987; 21100.000;
08.09.1987; 21400.000;
09.09.1987; 21900.000;
10.09.1987; 22200.000;
11.09.1987; 22400.000;
