Дата      ;Уровень;Уровень;Уровень;Темпер.;КСВО          ;
09.08.2014; 930   ; 930   ; 930   ;       ;29            ;
10.08.2014; 919   ; 919   ; 919   ;       ;29            ;
11.08.2014; 912   ; 912   ; 912   ;       ;29            ;
12.08.2014; 911   ; 911   ; 911   ;       ;30            ;
13.08.2014; 913   ; 913   ; 913   ;       ;29            ;
14.08.2014; 910   ; 910   ; 910   ;       ;29            ;
15.08.2014; 904   ; 904   ; 904   ;       ;29            ;
16.08.2014; 894   ; 894   ; 894   ;       ;29            ;
17.08.2014; 884   ; 884   ; 884   ;       ;29            ;
18.08.2014; 872   ; 872   ; 872   ;       ;29            ;
19.08.2014; 862   ; 862   ; 862   ;       ;29            ;
20.08.2014; 853   ; 853   ; 853   ;       ;29            ;
21.08.2014; 842   ; 842   ; 842   ;       ;29            ;
22.08.2014; 832   ; 832   ; 832   ;       ;29            ;
23.08.2014; 821   ; 821   ; 821   ;       ;29            ;
24.08.2014; 811   ; 811   ; 811   ;       ;30            ;
25.08.2014; 800   ; 800   ; 800   ;       ;29            ;
26.08.2014; 790   ; 790   ; 790   ;       ;29            ;
27.08.2014; 782   ; 782   ; 782   ;       ;29            ;
28.08.2014; 771   ; 771   ; 771   ;       ;29            ;
29.08.2014; 762   ; 762   ; 762   ;       ;29            ;
30.08.2014; 750   ; 750   ; 750   ;       ;29            ;
31.08.2014; 739   ; 739   ; 739   ;       ;29            ;
01.09.2014; 727   ; 727   ; 727   ;       ;29            ;
02.09.2014; 717   ; 717   ; 717   ;       ;29            ;
03.09.2014; 707   ; 707   ; 707   ;       ;29            ;
04.09.2014; 702   ; 702   ; 702   ;       ;29            ;
05.09.2014; 700   ; 700   ; 700   ;       ;29            ;
06.09.2014; 701   ; 701   ; 701   ;       ;29            ;
07.09.2014; 700   ; 700   ; 700   ;       ;29            ;
08.09.2014; 693   ; 693   ; 693   ;       ;29            ;
09.09.2014; 687   ; 687   ; 687   ;       ;29            ;
10.09.2014; 687   ; 687   ; 687   ;       ;29            ;
11.09.2014; 692   ; 692   ; 692   ;       ;29            ;
12.09.2014; 699   ; 699   ; 699   ;       ;29            ;
13.09.2014; 711   ; 711   ; 711   ;       ;29            ;
14.09.2014; 724   ; 724   ; 724   ;       ;29            ;
15.09.2014; 732   ; 732   ; 732   ;       ;29            ;
16.09.2014; 736   ; 736   ; 736   ;       ;29            ;
17.09.2014; 739   ; 739   ; 739   ;       ;29            ;
18.09.2014; 740   ; 740   ; 740   ;       ;29            ;
19.09.2014; 740   ; 740   ; 740   ;       ;29            ;
20.09.2014; 740   ; 740   ; 740   ;       ;29            ;
21.09.2014; 731   ; 731   ; 731   ;       ;29            ;
22.09.2014; 725   ; 725   ; 725   ;       ;29            ;
23.09.2014; 722   ; 722   ; 722   ;       ;29            ;
24.09.2014; 720   ; 720   ; 720   ;       ;29            ;
25.09.2014; 717   ; 717   ; 717   ;       ;29            ;
26.09.2014; 713   ; 713   ; 713   ;       ;29            ;
27.09.2014; 713   ; 713   ; 713   ;       ;29            ;
28.09.2014; 718   ; 718   ; 718   ;       ;30            ;
29.09.2014; 722   ; 722   ; 722   ;       ;30            ;
30.09.2014; 722   ; 722   ; 722   ;       ;29            ;
01.10.2014; 718   ; 718   ; 718   ;       ;29            ;
02.10.2014; 714   ; 714   ; 714   ;       ;29            ;
03.10.2014; 710   ; 710   ; 710   ;       ;29            ;
04.10.2014; 704   ; 704   ; 704   ;       ;29            ;
05.10.2014; 696   ; 696   ; 696   ;       ;29            ;
06.10.2014; 686   ; 686   ; 686   ;       ;29            ;
07.10.2014; 677   ; 677   ; 677   ;       ;29            ;
08.10.2014; 667   ; 667   ; 667   ;       ;29            ;
09.10.2014; 660   ; 660   ; 660   ;       ;29            ;
10.10.2014; 654   ; 654   ; 654   ;       ;29            ;
11.10.2014; 648   ; 648   ; 648   ;       ;29            ;
12.10.2014; 643   ; 643   ; 643   ;       ;30            ;
13.10.2014; 638   ; 638   ; 638   ;       ;30            ;
14.10.2014; 637   ; 637   ; 637   ;       ;29            ;
15.10.2014; 633   ; 633   ; 633   ;       ;29            ;
16.10.2014; 629   ; 629   ; 629   ;       ;29            ;
17.10.2014; 628   ; 628   ; 628   ;       ;29            ;
18.10.2014; 624   ; 624   ; 624   ;       ;29            ;
19.10.2014; 622   ; 622   ; 622   ;       ;30            ;
20.10.2014; 618   ; 618   ; 618   ;       ;30            ;
21.10.2014; 613   ; 613   ; 613   ;       ;30            ;
22.10.2014; 609   ; 609   ; 609   ;       ;29            ;
23.10.2014; 603   ; 603   ; 603   ;       ;30            ;
24.10.2014; 602   ; 602   ; 602   ;       ;29            ;
25.10.2014; 600   ; 600   ; 600   ;       ;29            ;
26.10.2014; 598   ; 598   ; 598   ;       ;29            ;
27.10.2014; 597   ; 597   ; 597   ;       ;29            ;
28.10.2014; 595   ; 595   ; 595   ;       ;29            ;
29.10.2014; 593   ; 593   ; 593   ;       ;30            ;
30.10.2014; 592   ; 592   ; 592   ;       ;29            ;
31.10.2014; 592   ; 592   ; 592   ;       ;29            ;
01.11.2014; 590   ; 590   ; 590   ;       ;29            ;
02.11.2014; 588   ; 588   ; 588   ;       ;29            ;
03.11.2014; 587   ; 587   ; 587   ;       ;30            ;
04.11.2014; 580   ; 580   ; 580   ;       ;30            ;
05.11.2014; 572   ; 572   ; 572   ;       ;29            ;
06.11.2014; 569   ; 569   ; 569   ;       ;29            ;
07.11.2014; 562   ; 562   ; 562   ;       ; 9, 2         ;
08.11.2014; 565   ; 565   ; 565   ;       ; 9, 2         ;
09.11.2014; 567   ; 567   ; 567   ;       ; 8, 2         ;
10.11.2014; 566   ; 566   ; 566   ;       ; 8, 2         ;
11.11.2014; 567   ; 567   ; 567   ;       ; 8, 2         ;
12.11.2014; 566   ; 566   ; 566   ;       ; 8, 2         ;
13.11.2014; 570   ; 570   ; 570   ;       ; 9, 2         ;
14.11.2014; 565   ; 565   ; 565   ;       ; 9, 2         ;
15.11.2014; 536   ; 536   ; 536   ;       ; 9, 2         ;
16.11.2014; 515   ; 515   ; 515   ;       ; 9, 2         ;
17.11.2014; 513   ; 513   ; 513   ;       ; 9, 2         ;
18.11.2014; 493   ; 493   ; 493   ;       ; 9, 2         ;
19.11.2014; 473   ; 473   ; 473   ;       ; 9, 2         ;
20.11.2014; 467   ; 467   ; 467   ;       ; 9, 2         ;
21.11.2014; 472   ; 472   ; 472   ;       ; 9, 2         ;
22.11.2014; 460   ; 460   ; 460   ;       ; 9, 2         ;
23.11.2014; 462   ; 462   ; 462   ;       ; 9, 2         ;
24.11.2014; 477   ; 477   ; 477   ;       ; 9, 2         ;
25.11.2014; 511   ; 511   ; 511   ;       ; 9, 2         ;
26.11.2014; 576   ; 576   ; 576   ;       ; 9, 2         ;
27.11.2014; 617   ; 617   ; 617   ;       ;46            ;
28.11.2014; 619   ; 619   ; 619   ;       ;46            ;
29.11.2014; 617   ; 617   ; 617   ;       ;46            ;
30.11.2014; 623   ; 623   ; 623   ;       ;46            ;
01.12.2014; 623   ; 623   ; 623   ;       ;46            ;
02.12.2014; 616   ; 616   ; 616   ;       ;46            ;
03.12.2014; 611   ; 611   ; 611   ;       ;46            ;
04.12.2014; 607   ; 607   ; 607   ;       ;46            ;
05.12.2014; 606   ; 606   ; 606   ;       ;46            ;
06.12.2014; 604   ; 604   ; 604   ;       ;46            ;
07.12.2014; 607   ; 607   ; 607   ;       ;46            ;
08.12.2014; 609   ; 609   ; 609   ;       ;46            ;
09.12.2014; 609   ; 609   ; 609   ;       ;46            ;
10.12.2014; 607   ; 607   ; 607   ;       ;46            ;
11.12.2014; 600   ; 600   ; 600   ;       ;46            ;
12.12.2014; 597   ; 597   ; 597   ;       ;46            ;
13.12.2014; 582   ; 582   ; 582   ;       ;46            ;
14.12.2014; 577   ; 577   ; 577   ;       ;46            ;
15.12.2014; 578   ; 578   ; 578   ;       ;46            ;
16.12.2014; 583   ; 583   ; 583   ;       ;46            ;
17.12.2014; 593   ; 593   ; 593   ;       ;46            ;
18.12.2014; 595   ; 595   ; 595   ;       ;46            ;
19.12.2014; 606   ; 606   ; 606   ;       ;46            ;
20.12.2014; 611   ; 611   ; 611   ;       ;46            ;
21.12.2014; 608   ; 608   ; 608   ;       ;46            ;
22.12.2014; 606   ; 606   ; 606   ;       ;46            ;
23.12.2014; 609   ; 609   ; 609   ;       ;46            ;
24.12.2014; 606   ; 606   ; 606   ;       ;46            ;
25.12.2014; 608   ; 608   ; 608   ;       ;46            ;
26.12.2014; 606   ; 606   ; 606   ;       ;46            ;
27.12.2014; 608   ; 608   ; 608   ;       ;46            ;
28.12.2014; 607   ; 607   ; 607   ;       ;46            ;
29.12.2014; 606   ; 606   ; 606   ;       ;46            ;
30.12.2014; 607   ; 607   ; 607   ;       ;46            ;
31.12.2014; 605   ; 605   ; 605   ;       ;46            ;
01.01.2015; 603   ; 603   ; 603   ;       ;46            ;
02.01.2015; 605   ; 605   ; 605   ;       ;46            ;
03.01.2015; 605   ; 605   ; 605   ;       ;46            ;
04.01.2015; 598   ; 598   ; 598   ;       ;46            ;
05.01.2015; 595   ; 595   ; 595   ;       ;46            ;
06.01.2015; 598   ; 598   ; 598   ;       ;46            ;
07.01.2015; 591   ; 591   ; 591   ;       ;46            ;
08.01.2015; 588   ; 588   ; 588   ;       ;46            ;
09.01.2015; 590   ; 590   ; 590   ;       ;46            ;
10.01.2015; 585   ; 585   ; 585   ;       ;46            ;
11.01.2015; 587   ; 587   ; 587   ;       ;46            ;
12.01.2015; 579   ; 579   ; 579   ;       ;46            ;
13.01.2015; 575   ; 575   ; 575   ;       ;46            ;
14.01.2015; 570   ; 570   ; 570   ;       ;46            ;
15.01.2015; 567   ; 567   ; 567   ;       ;46            ;
16.01.2015; 564   ; 564   ; 564   ;       ;46            ;
17.01.2015; 562   ; 562   ; 562   ;       ;46            ;
18.01.2015; 560   ; 560   ; 560   ;       ;46            ;
19.01.2015; 558   ; 558   ; 558   ;       ;46            ;
20.01.2015; 556   ; 556   ; 556   ;       ;46            ;
21.01.2015; 552   ; 552   ; 552   ;       ;46            ;
22.01.2015; 551   ; 551   ; 551   ;       ;46            ;
23.01.2015; 549   ; 549   ; 549   ;       ;46            ;
24.01.2015; 548   ; 548   ; 548   ;       ;46            ;
25.01.2015; 547   ; 547   ; 547   ;       ;46            ;
26.01.2015; 545   ; 545   ; 545   ;       ;46            ;
27.01.2015; 542   ; 542   ; 542   ;       ;46            ;
28.01.2015; 540   ; 540   ; 540   ;       ;46            ;
29.01.2015; 540   ; 540   ; 540   ;       ;46            ;
30.01.2015; 539   ; 539   ; 539   ;       ;46            ;
31.01.2015; 538   ; 538   ; 538   ;       ;46            ;
01.02.2015; 538   ; 538   ; 538   ;       ;46            ;
02.02.2015; 536   ; 536   ; 536   ;       ;46            ;
03.02.2015; 535   ; 535   ; 535   ;       ;46            ;
04.02.2015; 534   ; 534   ; 534   ;       ;46            ;
05.02.2015; 534   ; 534   ; 534   ;       ;46            ;
06.02.2015; 534   ; 534   ; 534   ;       ;46            ;
07.02.2015; 534   ; 534   ; 534   ;       ;46            ;
08.02.2015; 533   ; 533   ; 533   ;       ;46            ;
09.02.2015; 533   ; 533   ; 533   ;       ;46            ;
10.02.2015; 532   ; 532   ; 532   ;       ;46            ;
11.02.2015; 532   ; 532   ; 532   ;       ;46            ;
12.02.2015; 530   ; 530   ; 530   ;       ;46            ;
13.02.2015; 529   ; 529   ; 529   ;       ;46            ;
14.02.2015; 527   ; 527   ; 527   ;       ;46            ;
15.02.2015; 525   ; 525   ; 525   ;       ;46            ;
16.02.2015; 524   ; 524   ; 524   ;       ;46            ;
17.02.2015; 522   ; 522   ; 522   ;       ;46            ;
18.02.2015; 521   ; 521   ; 521   ;       ;46            ;
19.02.2015; 521   ; 521   ; 521   ;       ;46            ;
20.02.2015; 520   ; 520   ; 520   ;       ;46            ;
21.02.2015; 519   ; 519   ; 519   ;       ;46            ;
22.02.2015; 519   ; 519   ; 519   ;       ;46            ;
23.02.2015; 519   ; 519   ; 519   ;       ;46            ;
24.02.2015; 519   ; 519   ; 519   ;       ;46            ;
25.02.2015; 519   ; 519   ; 519   ;       ;46            ;
26.02.2015; 518   ; 518   ; 518   ;       ;46            ;
27.02.2015; 518   ; 518   ; 518   ;       ;46            ;
28.02.2015; 518   ; 518   ; 518   ;       ;46            ;
01.03.2015; 518   ; 518   ; 518   ;       ;46            ;
02.03.2015; 518   ; 518   ; 518   ;       ;46            ;
03.03.2015; 518   ; 518   ; 518   ;       ;46            ;
04.03.2015; 518   ; 518   ; 518   ;       ;46            ;
05.03.2015; 518   ; 518   ; 518   ;       ;46            ;
06.03.2015; 518   ; 518   ; 518   ;       ;46            ;
07.03.2015; 517   ; 517   ; 517   ;       ;46            ;
08.03.2015; 517   ; 517   ; 517   ;       ;46            ;
09.03.2015; 518   ; 518   ; 518   ;       ;46            ;
10.03.2015; 519   ; 519   ; 519   ;       ;46            ;
11.03.2015; 522   ; 522   ; 522   ;       ;46            ;
12.03.2015; 524   ; 524   ; 524   ;       ;46            ;
13.03.2015; 524   ; 524   ; 524   ;       ;46            ;
14.03.2015; 523   ; 523   ; 523   ;       ;46            ;
15.03.2015; 523   ; 523   ; 523   ;       ;46            ;
16.03.2015; 523   ; 523   ; 523   ;       ;15,46         ;
17.03.2015; 524   ; 524   ; 524   ;       ;15,46         ;
18.03.2015; 525   ; 525   ; 525   ;       ;15,46         ;
19.03.2015; 527   ; 527   ; 527   ;       ;15,46         ;
20.03.2015; 528   ; 528   ; 528   ;       ;15,46         ;
21.03.2015; 528   ; 528   ; 528   ;       ;15,46         ;
22.03.2015; 530   ; 530   ; 530   ;       ;15,46         ;
23.03.2015; 530   ; 530   ; 530   ;       ;15,46         ;
24.03.2015; 532   ; 532   ; 532   ;       ;15,46         ;
25.03.2015; 532   ; 532   ; 532   ;       ;15,46         ;
26.03.2015; 534   ; 534   ; 534   ;       ;15,46         ;
27.03.2015; 537   ; 537   ; 537   ;       ;15,46         ;
28.03.2015; 542   ; 542   ; 542   ;       ;15,46         ;
29.03.2015; 547   ; 547   ; 547   ;       ;15,46         ;
30.03.2015; 552   ; 552   ; 552   ;       ;15            ;
31.03.2015; 560   ; 560   ; 560   ;       ;15            ;
01.04.2015; 566   ; 566   ; 566   ;       ;15            ;
02.04.2015; 573   ; 573   ; 573   ;       ;15            ;
03.04.2015; 588   ; 588   ; 588   ;       ;15            ;
04.04.2015; 609   ; 609   ; 609   ;       ;15            ;
05.04.2015; 628   ; 628   ; 628   ;       ;23,15         ;
06.04.2015; 646   ; 646   ; 646   ;       ;23,15         ;
07.04.2015; 661   ; 661   ; 661   ;       ;23,15         ;
08.04.2015; 673   ; 673   ; 673   ;       ;23,15         ;
09.04.2015; 684   ; 684   ; 684   ;       ;23,15         ;
10.04.2015; 694   ; 694   ; 694   ;       ;23,15         ;
11.04.2015; 702   ; 702   ; 702   ;       ;23            ;
12.04.2015; 708   ; 708   ; 708   ;       ;23            ;
13.04.2015; 718   ; 718   ; 718   ;       ;23            ;
14.04.2015; 746   ; 733   ; 733   ;       ;23            ;
15.04.2015; 797   ; 758   ; 867   ;       ;12,26,25      ;
16.04.2015; 903   ; 876   ; 932   ;       ;12, 9         ;
17.04.2015; 849   ; 821   ; 857   ;       ; 8,27         ;
18.04.2015; 812   ; 803   ; 803   ;       ; 8,27         ;
19.04.2015; 774   ; 774   ; 774   ;       ; 8,27         ;
20.04.2015; 762   ; 762   ; 762   ;       ; 9,27         ;
21.04.2015; 801   ; 801   ; 801   ;       ; 9,27         ;
22.04.2015; 808   ; 808   ; 808   ;       ; 8,27         ;
23.04.2015; 814   ; 814   ; 814   ;       ; 8,27         ;
24.04.2015; 803   ; 803   ; 803   ;       ; 8,27         ;
25.04.2015; 791   ; 791   ; 791   ;       ; 8            ;
26.04.2015; 785   ; 785   ; 785   ;       ; 8            ;
27.04.2015; 777   ; 777   ; 777   ;       ; 8            ;
28.04.2015; 767   ; 767   ; 767   ;       ;29            ;
29.04.2015; 762   ; 762   ; 762   ;       ;29            ;
30.04.2015; 760   ; 760   ; 760   ;       ;29            ;
01.05.2015; 759   ; 759   ; 759   ;       ;30            ;
02.05.2015; 768   ; 768   ; 768   ;       ;30            ;
03.05.2015; 778   ; 778   ; 778   ;       ;29            ;
04.05.2015; 784   ; 784   ; 784   ;       ;29            ;
05.05.2015; 794   ; 794   ; 794   ;       ;30            ;
06.05.2015; 803   ; 803   ; 803   ;       ;29            ;
07.05.2015; 820   ; 820   ; 820   ;       ;29            ;
08.05.2015; 836   ; 836   ; 836   ;       ;29            ;
09.05.2015; 851   ; 851   ; 851   ;       ;29            ;
10.05.2015; 869   ; 869   ; 869   ;       ;29            ;
11.05.2015; 877   ; 877   ; 877   ;       ;29            ;
12.05.2015; 886   ; 886   ; 886   ;       ;29            ;
13.05.2015; 888   ; 888   ; 888   ;       ;30            ;
14.05.2015; 892   ; 892   ; 892   ;       ;29            ;
15.05.2015; 892   ; 892   ; 892   ;       ;29            ;
16.05.2015; 889   ; 889   ; 889   ;       ;29            ;
17.05.2015; 888   ; 888   ; 888   ;       ;29            ;
18.05.2015; 886   ; 886   ; 886   ;       ;29            ;
19.05.2015; 886   ; 886   ; 886   ;       ;29            ;
20.05.2015; 884   ; 884   ; 884   ;       ;29            ;
21.05.2015; 883   ; 883   ; 883   ;       ;29            ;
22.05.2015; 880   ; 880   ; 880   ;       ;29            ;
23.05.2015; 877   ; 877   ; 877   ;       ;30            ;
24.05.2015; 871   ; 871   ; 871   ;       ;30            ;
25.05.2015; 867   ; 867   ; 867   ;       ;30            ;
26.05.2015; 861   ; 861   ; 861   ;       ;29            ;
27.05.2015; 858   ; 858   ; 858   ;       ;29            ;
28.05.2015; 856   ; 856   ; 856   ;       ;29            ;
29.05.2015; 857   ; 857   ; 857   ;       ;29            ;
30.05.2015; 861   ; 861   ; 861   ;       ;30            ;
31.05.2015; 860   ; 860   ; 860   ;       ;30            ;
01.06.2015; 859   ; 859   ; 859   ;       ;29            ;
02.06.2015; 855   ; 855   ; 855   ;       ;29            ;
03.06.2015; 852   ; 852   ; 852   ;       ;29            ;
04.06.2015; 848   ; 848   ; 848   ;       ;29            ;
05.06.2015; 843   ; 843   ; 843   ;       ;29            ;
06.06.2015; 843   ; 843   ; 843   ;       ;29            ;
07.06.2015; 842   ; 842   ; 842   ;       ;29            ;
08.06.2015; 842   ; 842   ; 842   ;       ;29            ;
09.06.2015; 840   ; 840   ; 840   ;       ;29            ;
10.06.2015; 841   ; 841   ; 841   ;       ;29            ;
11.06.2015; 842   ; 842   ; 842   ;       ;29            ;
12.06.2015; 848   ; 848   ; 848   ;       ;29            ;
13.06.2015; 854   ; 854   ; 854   ;       ;29            ;
14.06.2015; 856   ; 856   ; 856   ;       ;29            ;
15.06.2015; 855   ; 855   ; 855   ;       ;29            ;
16.06.2015; 852   ; 852   ; 852   ;       ;29            ;
17.06.2015; 847   ; 847   ; 847   ;       ;29            ;
18.06.2015; 841   ; 841   ; 841   ;       ;29            ;
19.06.2015; 833   ; 832   ; 834   ;       ;29            ;
20.06.2015; 827   ; 827   ; 827   ;       ;29            ;
21.06.2015; 823   ; 823   ; 823   ;       ;29            ;
22.06.2015; 822   ; 822   ; 822   ;       ;29            ;
23.06.2015; 819   ; 819   ; 819   ;       ;29            ;
24.06.2015; 814   ; 814   ; 814   ;       ;29            ;
25.06.2015; 812   ; 812   ; 812   ;       ;29            ;
26.06.2015; 812   ; 812   ; 812   ;       ;29            ;
27.06.2015; 806   ; 806   ; 806   ;       ;29            ;
28.06.2015; 803   ; 803   ; 803   ;       ;29            ;
29.06.2015; 803   ; 803   ; 803   ;       ;29            ;
30.06.2015; 805   ; 805   ; 805   ;       ;29            ;
01.07.2015; 804   ; 803   ; 805   ;18.20  ;29            ;
02.07.2015; 804   ; 803   ; 805   ;18.00  ;29            ;
03.07.2015; 799   ; 797   ; 801   ;17.90  ;29            ;
04.07.2015; 794   ; 790   ; 797   ;18.20  ;29            ;
05.07.2015; 786   ; 785   ; 787   ;17.50  ;29            ;
06.07.2015; 790   ; 785   ; 794   ;16.20  ;29            ;
07.07.2015; 795   ; 794   ; 795   ;16.40  ;29            ;
08.07.2015; 796   ; 795   ; 796   ;17.40  ;29            ;
09.07.2015; 800   ; 798   ; 802   ;18.30  ;29            ;
10.07.2015; 806   ; 804   ; 807   ;19.70  ;29            ;
11.07.2015; 813   ; 811   ; 815   ;20.50  ;29            ;
12.07.2015; 821   ; 819   ; 823   ;20.80  ;29            ;
13.07.2015; 831   ; 827   ; 835   ;20.40  ;29            ;
14.07.2015; 842   ; 841   ; 842   ;18.80  ;30            ;
15.07.2015; 844   ; 843   ; 844   ;17.80  ;29            ;
16.07.2015; 843   ; 842   ; 843   ;18.00  ;29            ;
17.07.2015; 845   ; 844   ; 846   ;18.80  ;29            ;
18.07.2015; 849   ; 848   ; 850   ;18.90  ;29            ;
19.07.2015; 859   ; 854   ; 863   ;19.40  ;29            ;
20.07.2015; 866   ; 864   ; 867   ;19.90  ;29            ;
21.07.2015; 868   ; 866   ; 869   ;21.00  ;29            ;
22.07.2015; 867   ; 867   ; 867   ;21.70  ;29            ;
23.07.2015; 863   ; 858   ; 867   ;22.30  ;29            ;
24.07.2015; 849   ; 847   ; 851   ;22.90  ;29            ;
25.07.2015; 837   ; 834   ; 840   ;23.50  ;29            ;
26.07.2015; 818   ; 813   ; 822   ;23.40  ;29            ;
27.07.2015; 799   ; 794   ; 804   ;23.60  ;29            ;
28.07.2015; 783   ; 779   ; 786   ;23.80  ;29            ;
29.07.2015; 772   ; 768   ; 775   ;23.80  ;29            ;
30.07.2015; 756   ; 753   ; 759   ;23.40  ;29            ;
31.07.2015; 747   ; 745   ; 749   ;22.80  ;29            ;
01.08.2015; 741   ; 739   ; 742   ;23.10  ;29            ;
02.08.2015; 736   ; 735   ; 736   ;23.80  ;29            ;
03.08.2015; 731   ; 729   ; 733   ;23.50  ;29            ;
04.08.2015; 727   ; 727   ; 727   ;23.90  ;29            ;
05.08.2015; 720   ; 717   ; 723   ;23.40  ;29            ;
06.08.2015; 712   ; 709   ; 715   ;24.00  ;29            ;
07.08.2015; 704   ; 702   ; 706   ;23.50  ;29            ;
08.08.2015; 701   ; 699   ; 702   ;23.20  ;29            ;
09.08.2015; 703   ; 700   ; 706   ;23.70  ;29            ;
10.08.2015; 709   ; 706   ; 711   ;22.20  ;29            ;
11.08.2015; 719   ; 717   ; 721   ;22.50  ;29            ;
12.08.2015; 730   ; 727   ; 732   ;22.70  ;29            ;
13.08.2015; 740   ; 737   ; 743   ;23.00  ;29            ;
14.08.2015; 749   ; 747   ; 751   ;23.30  ;29            ;
15.08.2015; 756   ; 754   ; 757   ;22.90  ;29            ;
16.08.2015; 760   ; 759   ; 761   ;22.30  ;29            ;
17.08.2015; 765   ; 763   ; 766   ;23.50  ;29            ;
18.08.2015; 769   ; 768   ; 769   ;22.60  ;29            ;
19.08.2015; 771   ; 770   ; 771   ;22.70  ;29            ;
20.08.2015; 774   ; 773   ; 774   ;22.20  ;29            ;
21.08.2015; 775   ; 775   ; 775   ;22.10  ;29            ;
22.08.2015; 777   ; 776   ; 778   ;21.70  ;29            ;
23.08.2015; 778   ; 777   ; 779   ;21.50  ;29            ;
24.08.2015; 776   ; 775   ; 776   ;21.70  ;29            ;
25.08.2015; 770   ; 768   ; 772   ;22.40  ;29            ;
26.08.2015; 763   ; 761   ; 765   ;22.50  ;29            ;
27.08.2015; 755   ; 752   ; 757   ;21.90  ;29            ;
28.08.2015; 748   ; 747   ; 749   ;21.40  ;29            ;
29.08.2015; 747   ; 747   ; 747   ;21.30  ;29            ;
30.08.2015; 750   ; 749   ; 750   ;21.50  ;29            ;
31.08.2015; 753   ; 752   ; 753   ;21.50  ;29            ;
01.09.2015; 757   ; 755   ; 759   ;21.60  ;29            ;
02.09.2015; 768   ; 765   ; 771   ;21.80  ;29            ;
03.09.2015; 780   ; 777   ; 783   ;21.50  ;29            ;
04.09.2015; 794   ; 791   ; 796   ;21.20  ;29            ;
05.09.2015; 804   ; 801   ; 806   ;20.50  ;29            ;
06.09.2015; 810   ; 810   ; 810   ;19.60  ;29            ;
07.09.2015; 811   ; 810   ; 811   ;18.90  ;29            ;
08.09.2015; 805   ; 803   ; 807   ;18.70  ;29            ;
09.09.2015; 794   ; 791   ; 797   ;18.40  ;29            ;
10.09.2015; 781   ; 778   ; 783   ;18.50  ;29            ;
11.09.2015; 767   ; 761   ; 772   ;18.00  ;29            ;
12.09.2015; 752   ; 749   ; 755   ;17.70  ;29            ;
13.09.2015; 740   ; 737   ; 742   ;17.30  ;29            ;
14.09.2015; 731   ; 730   ; 732   ;16.80  ;29            ;
15.09.2015; 729   ; 728   ; 729   ;16.90  ;29            ;
16.09.2015; 725   ; 724   ; 726   ;17.60  ;29            ;
17.09.2015; 719   ; 717   ; 720   ;16.90  ;29            ;
18.09.2015; 715   ; 714   ; 715   ;16.80  ;29            ;
19.09.2015; 710   ; 709   ; 711   ;18.30  ;29            ;
20.09.2015; 708   ; 707   ; 708   ;18.20  ;29            ;
21.09.2015; 705   ; 704   ; 706   ;18.00  ;29            ;
22.09.2015; 699   ; 697   ; 700   ;17.30  ;29            ;
23.09.2015; 692   ; 691   ; 693   ;16.80  ;29            ;
24.09.2015; 684   ; 682   ; 685   ;16.40  ;29            ;
25.09.2015; 678   ; 677   ; 679   ;15.30  ;29            ;
26.09.2015; 669   ; 667   ; 670   ;15.50  ;29            ;
27.09.2015; 658   ; 657   ; 659   ;14.70  ;29            ;
28.09.2015; 654   ; 653   ; 655   ;13.90  ;29            ;
29.09.2015; 649   ; 648   ; 650   ;13.60  ;29            ;
30.09.2015; 644   ; 643   ; 645   ;13.30  ;29            ;
01.10.2015; 642   ; 641   ; 642   ;12.80  ;29,30         ;
02.10.2015; 643   ; 641   ; 645   ;10.40  ;29,30         ;
03.10.2015; 644   ; 644   ; 644   ; 9.90  ;29            ;
04.10.2015; 641   ; 641   ; 641   ; 9.90  ;29            ;
05.10.2015; 642   ; 641   ; 642   ; 9.90  ;29            ;
06.10.2015; 644   ; 642   ; 645   ;10.60  ;29            ;
07.10.2015; 646   ; 645   ; 647   ;10.70  ;29            ;
08.10.2015; 649   ; 648   ; 650   ;11.50  ;29            ;
09.10.2015; 655   ; 653   ; 657   ;11.50  ;29,30         ;
10.10.2015; 658   ; 655   ; 660   ;10.10  ;29,30         ;
11.10.2015; 653   ; 653   ; 653   ;10.40  ;29            ;
12.10.2015; 653   ; 652   ; 654   ;10.10  ;29            ;
13.10.2015; 652   ; 652   ; 652   ; 8.80  ;29            ;
14.10.2015; 650   ; 649   ; 651   ; 7.80  ;29            ;
15.10.2015; 651   ; 651   ; 651   ; 6.80  ;29            ;
16.10.2015; 653   ; 651   ; 655   ; 7.70  ;29            ;
17.10.2015; 657   ; 656   ; 658   ; 7.70  ;29,30         ;
18.10.2015; 658   ; 657   ; 658   ; 7.20  ;29,30         ;
19.10.2015; 661   ; 660   ; 661   ; 6.80  ;29            ;
20.10.2015; 661   ; 659   ; 662   ; 5.00  ;29            ;
21.10.2015; 659   ; 659   ; 659   ; 5.00  ;29,30         ;
22.10.2015; 658   ; 658   ; 658   ; 4.90  ;29            ;
23.10.2015; 658   ; 657   ; 659   ; 4.70  ;29            ;
24.10.2015; 660   ; 660   ; 660   ; 4.70  ;29            ;
25.10.2015; 658   ; 656   ; 659   ; 4.50  ;29            ;
26.10.2015; 651   ; 649   ; 652   ; 3.30  ;29            ;
27.10.2015; 648   ; 648   ; 648   ; 3.20  ;29            ;
28.10.2015; 643   ; 643   ; 643   ; 3.10  ;29            ;
29.10.2015; 640   ; 638   ; 642   ; 2.20  ;30            ;
